application_id,sector,region,legal_structure,years_in_operation,num_employees,annual_revenue_ghs,total_assets_ghs,current_ratio,debt_to_equity,profit_margin_pct,account_age_months,avg_monthly_transactions,avg_account_balance_ghs,previous_loans,previous_loan_performance,owner_age,owner_education,credit_bureau_score,owner_has_other_businesses,loan_amount_requested_ghs,loan_to_revenue_ratio,loan_purpose,loan_term_months,collateral_type,collateral_coverage_pct,interest_rate_pct,application_date,loan_status
APP000757,Services,Western,Partnership,9,5,205466,238427,0.84,0.39,17.3,10,38,8239,0,No History,37,Secondary,619,No,92991,0.45,Equipment Purchase,24,Personal Guarantee,22.7,20.8,2024-08-28,Non-Performing
APP000758,Services,Greater Accra,Sole Proprietorship,9,7,230108,185865,0.38,0.45,18.4,25,63,16819,1,Good,56,Primary,593,Yes,19422,0.08,Working Capital,36,None,0.0,26.9,2024-10-18,Performing
APP000759,Transport,Ashanti,Sole Proprietorship,0,10,225557,322163,2.0,2.08,-16.9,8,57,25760,1,Fair,46,Secondary,753,Yes,98075,0.43,Working Capital,18,Equipment,89.8,25.6,2025-11-13,Performing
APP000760,Hospitality,Northern,Sole Proprietorship,3,4,129985,145248,0.74,1.47,4.3,16,90,14582,1,Excellent,27,Secondary,682,Yes,81402,0.63,Expansion,48,Property,98.6,26.9,2025-04-01,Performing
APP000761,Agriculture,Greater Accra,Limited Liability,5,8,698621,997640,1.45,0.7,19.6,35,96,109225,2,Good,44,Secondary,581,Yes,10000,0.01,Working Capital,18,Property,129.3,21.6,2025-03-02,Performing
APP000762,Trading,Ashanti,Limited Liability,4,6,37053,23779,2.92,3.24,-6.0,32,69,2014,3,Good,40,Tertiary,608,No,10000,0.27,Working Capital,24,Property,140.8,19.8,2024-08-01,Performing
APP000763,Trading,Ashanti,Limited Liability,3,6,609905,554007,1.98,1.0,9.1,37,80,87746,1,Excellent,42,Tertiary,711,No,81697,0.13,Working Capital,12,Property,76.4,20.7,2024-08-15,Performing
APP000764,Construction,Greater Accra,Sole Proprietorship,9,8,523939,325118,2.71,1.65,14.2,15,65,45552,1,Fair,53,Tertiary,538,No,458367,0.87,Working Capital,24,Property,86.7,21.0,2025-07-09,Performing
APP000765,Agriculture,Eastern,Limited Liability,3,1,263393,222574,1.95,2.28,13.3,19,112,22768,3,Good,44,Secondary,742,No,77944,0.3,Inventory,12,Property,60.4,23.8,2025-08-24,Performing
APP000766,Services,Greater Accra,Limited Liability,6,7,559620,769928,0.78,1.94,12.4,10,111,45808,1,Excellent,40,Primary,582,Yes,10000,0.02,Working Capital,18,Inventory,137.1,19.3,2025-10-12,Performing
APP000767,Construction,Ashanti,Sole Proprietorship,9,8,174765,110617,0.48,1.36,15.2,19,46,9606,3,Excellent,40,Tertiary,545,No,11939,0.07,Debt Refinancing,48,Vehicle,145.2,28.3,2025-03-29,Performing
APP000768,Transport,Ashanti,Sole Proprietorship,11,8,17278,17148,0.75,2.36,10.2,10,33,1683,0,No History,54,Tertiary,712,Yes,111944,6.48,Working Capital,48,None,0.0,26.1,2024-12-25,Performing
APP000769,Trading,Western,Sole Proprietorship,2,5,164153,115860,0.8,0.31,-9.6,68,93,22076,1,Excellent,33,Tertiary,682,No,124838,0.76,Inventory,36,Property,85.2,20.5,2025-06-03,Performing
APP000770,Hospitality,Western,Limited Liability,2,23,42110,41063,2.37,2.83,14.1,27,37,6108,0,No History,25,Secondary,468,No,49305,1.17,Inventory,24,Vehicle,94.6,23.2,2025-05-31,Performing
APP000771,Agriculture,Greater Accra,Partnership,6,5,47339,64142,0.66,1.06,11.4,24,115,7363,0,No History,39,Tertiary,610,No,36905,0.78,Inventory,24,Inventory,98.6,20.5,2024-07-19,Performing
APP000772,Hospitality,Greater Accra,Limited Liability,1,9,31150,36157,0.3,2.16,-9.4,15,37,4181,2,Fair,46,Tertiary,526,No,132439,4.25,Debt Refinancing,18,Inventory,96.9,23.4,2025-11-19,Non-Performing
APP000773,Agriculture,Eastern,Sole Proprietorship,2,27,64248,81150,1.17,1.32,24.6,14,96,7373,0,No History,37,Tertiary,687,No,180750,2.81,Working Capital,36,Personal Guarantee,11.8,20.7,2025-06-12,Performing
APP000774,Trading,Ashanti,Limited Liability,10,6,87497,79989,1.03,0.82,14.4,17,67,8723,0,No History,35,Primary,766,Yes,119845,1.37,Vehicle Purchase,18,Property,102.8,32.6,2024-07-04,Performing
APP000775,Hospitality,Central,Sole Proprietorship,7,9,15000,21749,0.5,1.24,-8.6,26,154,2174,0,No History,37,Tertiary,665,No,23065,1.54,Working Capital,18,Equipment,73.8,18.0,2025-12-01,Non-Performing
APP000776,Agriculture,Central,Sole Proprietorship,4,6,263970,326883,0.71,1.69,-1.8,12,117,33983,1,Fair,41,Secondary,555,No,147155,0.56,Property Purchase,24,Equipment,65.2,18.9,2025-11-27,Non-Performing
APP000777,Trading,Central,Partnership,7,25,2570719,2518325,2.76,1.9,1.2,10,33,152574,0,No History,26,Secondary,695,No,42065,0.02,Equipment Purchase,12,Property,125.1,23.0,2025-11-23,Performing
APP000778,Construction,Ashanti,Sole Proprietorship,7,5,404257,397715,1.42,1.71,1.2,4,41,49281,0,No History,49,Tertiary,615,No,32808,0.08,Working Capital,36,Inventory,136.2,24.4,2025-10-24,Performing
APP000779,Construction,Greater Accra,Limited Liability,1,26,153094,218436,0.76,0.77,11.5,28,88,14042,0,No History,25,Tertiary,613,Yes,31550,0.21,Inventory,18,Property,132.9,24.4,2024-10-08,Performing
APP000780,Services,Eastern,Sole Proprietorship,3,6,137165,153455,0.5,0.55,-3.7,20,106,15293,3,Good,48,Primary,578,Yes,61149,0.45,Inventory,24,Equipment,116.4,27.7,2025-12-10,Performing
APP000781,Construction,Ashanti,Partnership,11,3,117846,145627,3.76,0.6,21.5,17,36,17417,0,No History,45,Tertiary,628,No,105906,0.9,Working Capital,24,Property,147.2,25.8,2025-08-16,Performing
APP000782,Services,Greater Accra,Sole Proprietorship,6,14,163193,159167,3.15,1.12,20.5,12,98,19307,1,Excellent,47,Secondary,613,Yes,10000,0.06,Inventory,24,Property,60.1,20.3,2025-06-12,Performing
APP000783,Trading,Central,Partnership,6,5,171253,137229,1.86,2.13,15.4,17,74,26141,0,No History,25,Tertiary,415,No,28832,0.17,Working Capital,18,Equipment,88.8,28.2,2025-11-22,Performing
APP000784,Trading,Northern,Sole Proprietorship,5,13,65254,81646,0.83,2.24,8.5,41,81,9394,0,No History,45,Tertiary,622,No,37764,0.58,Working Capital,18,Vehicle,87.9,26.5,2025-01-22,Performing
APP000785,Trading,Ashanti,Sole Proprietorship,1,1,1348867,1547206,0.48,0.86,19.2,14,45,74819,0,No History,35,Primary,608,No,168783,0.13,Inventory,12,Property,91.5,29.5,2025-11-15,Non-Performing
APP000786,Transport,Greater Accra,Limited Liability,3,7,27321,28720,0.5,1.37,4.7,29,137,1131,0,No History,61,Tertiary,649,No,25167,0.92,Working Capital,36,None,0.0,24.2,2025-05-24,Performing
APP000787,Services,Ashanti,Sole Proprietorship,6,4,346846,402902,0.82,0.34,-0.7,31,79,29873,1,Good,46,Secondary,449,Yes,43002,0.12,Working Capital,12,Equipment,132.0,28.4,2025-05-09,Performing
APP000788,Manufacturing,Central,Limited Liability,3,2,187386,147558,0.66,1.0,22.3,11,57,26953,2,Fair,27,Tertiary,663,No,134542,0.72,Property Purchase,24,Property,91.6,18.0,2025-06-14,Performing
APP000789,Manufacturing,Northern,Cooperative,2,4,2070627,2721932,0.97,0.85,11.8,12,60,140005,0,No History,25,Primary,622,No,62292,0.03,Expansion,24,Property,107.4,22.1,2025-08-12,Performing
APP000790,Technology,Greater Accra,Sole Proprietorship,2,4,343008,498509,0.94,0.69,-0.2,21,58,42179,2,Good,34,Tertiary,662,No,277373,0.81,Equipment Purchase,18,Vehicle,115.3,20.3,2025-02-26,Performing
APP000791,Agriculture,Greater Accra,Sole Proprietorship,11,7,73971,103706,0.42,1.48,3.0,54,78,7184,4,Excellent,51,Tertiary,481,Yes,51525,0.7,Equipment Purchase,24,Vehicle,136.1,26.8,2025-12-12,Performing
APP000792,Services,Northern,Partnership,3,1,108813,96766,0.43,4.22,-0.8,35,70,14094,0,No History,55,Postgraduate,515,No,393554,3.62,Expansion,24,Personal Guarantee,18.5,21.0,2024-08-17,Non-Performing
APP000793,Manufacturing,Ashanti,Cooperative,10,10,221959,214280,0.77,1.43,32.3,21,33,13272,0,No History,44,Secondary,460,No,471032,2.12,Debt Refinancing,18,Property,94.3,27.9,2025-11-06,Non-Performing
APP000794,Services,Ashanti,Limited Liability,6,28,37171,49346,0.92,2.98,8.0,35,30,2553,0,No History,42,Secondary,632,No,94659,2.55,Expansion,24,Equipment,122.5,27.1,2025-06-21,Performing
APP000795,Agriculture,Upper East,Partnership,4,9,45391,51546,2.61,2.55,9.9,5,96,3136,3,Excellent,38,Secondary,590,No,90969,2.0,Inventory,12,Personal Guarantee,15.5,21.6,2025-11-04,Performing
APP000796,Transport,Greater Accra,Limited Liability,3,16,19111,20890,1.22,0.89,16.7,20,83,2022,0,No History,41,Primary,607,No,104717,5.48,Working Capital,18,Personal Guarantee,15.9,25.0,2025-01-16,Performing
APP000797,Technology,Western,Sole Proprietorship,7,22,75274,107941,1.19,2.37,-6.6,5,133,5627,1,Excellent,56,Secondary,501,No,135482,1.8,Equipment Purchase,24,Property,90.2,23.1,2025-09-21,Performing
APP000798,Services,Greater Accra,Cooperative,9,25,163951,177464,1.26,4.39,21.2,23,35,22527,0,No History,37,Postgraduate,517,No,67759,0.41,Expansion,24,Personal Guarantee,0.0,24.5,2025-05-29,Non-Performing
APP000799,Construction,Ashanti,Cooperative,8,47,279996,297760,2.2,0.45,0.7,31,66,22851,3,Excellent,49,Secondary,407,No,192670,0.69,Expansion,18,Vehicle,92.0,27.0,2025-09-22,Performing
APP000800,Technology,Central,Sole Proprietorship,2,4,21189,13514,4.0,2.55,30.0,16,67,2527,1,Good,35,Tertiary,505,Yes,98754,4.66,Working Capital,36,Equipment,87.2,22.7,2024-12-23,Performing
APP000801,Construction,Ashanti,Sole Proprietorship,3,3,165655,109742,0.62,1.29,4.2,16,17,25481,0,No History,54,Tertiary,564,Yes,239451,1.45,Property Purchase,24,Property,69.0,18.0,2025-11-08,Non-Performing
APP000802,Agriculture,Bono,Sole Proprietorship,4,16,224003,135897,3.57,0.78,20.5,21,64,25274,1,Excellent,48,Secondary,569,Yes,14005,0.06,Working Capital,24,Inventory,77.9,26.4,2025-11-12,Performing
APP000803,Services,Ashanti,Sole Proprietorship,1,15,120468,171295,0.3,1.82,-22.0,17,88,8319,2,Fair,53,Secondary,614,Yes,74329,0.62,Working Capital,18,Vehicle,148.3,28.3,2025-03-14,Non-Performing
APP000804,Services,Greater Accra,Limited Liability,6,16,68466,66244,0.77,1.85,-6.1,18,16,9561,1,Good,64,Postgraduate,684,Yes,165288,2.41,Working Capital,60,Equipment,85.2,18.0,2025-02-02,Performing
APP000805,Manufacturing,Greater Accra,Sole Proprietorship,7,48,129026,131826,0.38,5.0,4.5,37,111,5355,1,Good,25,Secondary,561,Yes,19119,0.15,Inventory,36,Property,106.6,23.9,2025-05-07,Performing
APP000806,Construction,Ashanti,Sole Proprietorship,7,7,102069,138900,1.61,0.8,-16.4,32,36,7224,2,Good,51,Tertiary,661,Yes,92094,0.9,Working Capital,18,Property,109.4,20.3,2024-10-17,Performing
APP000807,Technology,Ashanti,Sole Proprietorship,6,11,106127,121867,1.94,1.42,15.2,26,82,9179,1,Excellent,47,Secondary,686,Yes,110043,1.04,Vehicle Purchase,18,Personal Guarantee,16.8,28.5,2025-03-25,Performing
APP000808,Technology,Greater Accra,Cooperative,4,2,280705,322404,0.3,1.4,11.8,9,29,17829,2,Excellent,47,Tertiary,717,Yes,337018,1.2,Vehicle Purchase,36,Property,64.3,28.7,2025-10-28,Performing
APP000809,Manufacturing,Ashanti,Partnership,3,62,3373934,2924799,2.11,0.8,-3.9,28,56,379507,4,Poor,44,Secondary,661,No,42635,0.01,Working Capital,24,Vehicle,129.4,20.8,2025-01-14,Performing
APP000810,Agriculture,Ashanti,Sole Proprietorship,4,5,46671,63030,1.28,0.61,7.8,21,74,4991,0,No History,44,Secondary,626,No,73949,1.58,Equipment Purchase,12,Personal Guarantee,21.9,18.7,2025-08-02,Performing
APP000811,Healthcare,Eastern,Sole Proprietorship,6,5,127770,95731,1.78,0.98,17.7,3,67,11343,0,No History,46,Secondary,528,No,34343,0.27,Working Capital,12,Personal Guarantee,29.3,25.0,2025-06-02,Performing
APP000812,Hospitality,Western,Cooperative,10,5,130019,84230,2.33,1.26,-17.2,17,28,9793,0,No History,52,Primary,643,No,52009,0.4,Equipment Purchase,24,Vehicle,76.6,19.6,2024-11-19,Performing
APP000813,Agriculture,Western,Limited Liability,5,3,49936,38572,1.64,0.58,-7.3,18,36,4597,2,Good,51,Postgraduate,588,No,302384,6.06,Equipment Purchase,24,Vehicle,109.8,27.4,2025-04-14,Performing
APP000814,Technology,Greater Accra,Sole Proprietorship,5,3,851159,715793,0.3,2.65,4.0,41,43,63789,2,Excellent,41,Secondary,737,Yes,58150,0.07,Inventory,36,Inventory,132.3,23.5,2025-10-04,Performing
APP000815,Transport,Greater Accra,Sole Proprietorship,1,4,15000,12811,0.71,1.99,8.3,34,78,998,0,No History,39,Tertiary,627,No,29459,1.96,Working Capital,24,Equipment,71.2,30.4,2025-04-26,Performing
APP000816,Manufacturing,Western,Sole Proprietorship,6,1,111870,134631,0.3,0.46,7.3,18,62,9190,0,No History,42,Postgraduate,606,No,49874,0.45,Vehicle Purchase,36,Property,131.1,30.6,2025-07-12,Performing
APP000817,Services,Ashanti,Sole Proprietorship,11,3,391059,311299,0.3,0.97,18.7,46,51,43908,1,Excellent,37,Secondary,740,No,35634,0.09,Property Purchase,18,Inventory,84.3,30.2,2025-08-23,Performing
APP000818,Trading,Greater Accra,Partnership,4,51,125793,152082,0.35,1.51,13.7,33,83,14819,1,Excellent,63,Tertiary,578,No,38508,0.31,Expansion,24,Property,85.3,25.6,2024-07-27,Performing
APP000819,Agriculture,Central,Limited Liability,4,15,42545,29016,0.76,2.28,16.4,14,81,3219,0,No History,26,Tertiary,619,Yes,34930,0.82,Equipment Purchase,48,Inventory,145.1,20.2,2024-07-28,Performing
APP000820,Trading,Eastern,Partnership,4,18,303828,222548,3.39,1.26,-8.7,14,46,46694,0,No History,50,Tertiary,790,No,36317,0.12,Expansion,12,Personal Guarantee,9.4,18.1,2024-09-01,Performing
APP000821,Hospitality,Ashanti,Limited Liability,7,23,410484,434267,0.96,2.19,9.7,23,71,29322,3,Excellent,50,Tertiary,642,No,18273,0.04,Working Capital,36,Equipment,112.6,26.4,2024-09-27,Performing
APP000822,Agriculture,Greater Accra,Sole Proprietorship,1,46,146691,209725,1.29,1.74,4.3,12,80,18403,0,No History,35,Secondary,715,No,64165,0.44,Inventory,36,Inventory,99.6,26.7,2025-09-12,Performing
APP000823,Trading,Eastern,Limited Liability,10,1,68449,94022,0.64,2.37,25.5,48,44,3407,1,Excellent,45,Secondary,747,Yes,22502,0.33,Equipment Purchase,36,Personal Guarantee,2.3,25.0,2025-02-21,Performing
APP000824,Trading,Ashanti,Limited Liability,4,2,309512,455563,0.83,0.71,10.1,24,54,37073,0,No History,57,Secondary,573,Yes,187474,0.61,Working Capital,18,Vehicle,145.5,18.7,2024-10-09,Performing
APP000825,Services,Eastern,Sole Proprietorship,6,3,90416,107181,1.04,2.03,-0.0,13,59,8607,1,Excellent,38,Tertiary,697,No,43827,0.48,Equipment Purchase,24,Property,79.2,20.8,2025-04-14,Performing
APP000826,Technology,Eastern,Sole Proprietorship,8,4,557209,673238,0.8,1.3,18.2,43,88,60341,0,No History,57,Primary,591,No,90091,0.16,Working Capital,18,Inventory,84.1,24.3,2025-08-17,Performing
APP000827,Trading,Central,Partnership,2,5,1061528,1234048,1.49,2.92,14.8,5,95,65908,0,No History,55,Postgraduate,793,Yes,90278,0.09,Expansion,18,Equipment,94.0,21.5,2024-09-14,Performing
APP000828,Trading,Ashanti,Sole Proprietorship,5,4,15000,17408,0.58,0.7,-1.9,24,83,1380,2,Good,33,Secondary,742,No,10000,0.67,Expansion,60,Property,104.9,20.9,2025-01-02,Performing
APP000829,Construction,Greater Accra,Sole Proprietorship,4,9,223150,163436,0.3,1.77,3.8,20,31,29445,4,Fair,28,Tertiary,683,Yes,45867,0.21,Equipment Purchase,24,Vehicle,73.0,20.1,2024-10-13,Performing
APP000830,Manufacturing,Western,Partnership,2,7,26356,28711,0.3,1.43,4.0,10,43,3480,0,No History,43,Tertiary,708,Yes,333845,12.67,Working Capital,36,Equipment,116.7,23.5,2025-06-15,Performing
APP000831,Trading,Western,Cooperative,9,3,3353303,3177124,1.84,1.19,22.7,44,87,229723,1,Excellent,27,Postgraduate,560,No,27560,0.01,Debt Refinancing,36,Personal Guarantee,15.4,23.2,2024-09-12,Performing
APP000832,Manufacturing,Eastern,Partnership,4,1,120645,120437,0.3,1.0,10.4,16,92,9930,1,Good,25,Secondary,765,No,500000,4.14,Expansion,24,Inventory,87.3,20.7,2025-08-26,Performing
APP000833,Agriculture,Greater Accra,Limited Liability,2,2,279001,298877,0.82,1.07,16.7,15,69,11287,1,Excellent,36,Secondary,543,No,103187,0.37,Inventory,60,Property,122.3,24.0,2024-10-21,Performing
APP000834,Agriculture,Greater Accra,Sole Proprietorship,5,4,109200,78138,0.37,4.02,2.1,32,61,5546,1,Excellent,68,Tertiary,654,No,100402,0.92,Expansion,36,Equipment,106.3,25.0,2024-08-01,Performing
APP000835,Manufacturing,Northern,Limited Liability,1,5,80713,74541,1.53,1.17,12.0,23,103,4455,1,Good,36,Postgraduate,559,No,76066,0.94,Working Capital,24,Equipment,135.7,25.4,2025-11-04,Performing
APP000836,Manufacturing,Eastern,Partnership,3,2,69975,45980,0.99,3.83,23.6,13,23,5264,0,No History,46,Primary,693,Yes,170426,2.44,Working Capital,18,Property,137.0,20.2,2024-12-27,Performing
APP000837,Technology,Northern,Limited Liability,6,4,1527720,2263624,1.0,1.19,3.7,16,54,200256,1,Fair,50,Tertiary,768,Yes,180131,0.12,Equipment Purchase,12,Personal Guarantee,29.4,22.8,2025-03-29,Performing
APP000838,Trading,Eastern,Sole Proprietorship,1,2,563789,398415,1.07,1.55,9.4,41,121,57072,1,Excellent,41,Secondary,658,No,58771,0.1,Property Purchase,24,Equipment,66.1,24.1,2024-08-24,Performing
APP000839,Services,Ashanti,Partnership,7,6,1508973,1256479,1.04,1.36,-8.4,19,120,203881,2,Good,37,Tertiary,646,Yes,38935,0.03,Equipment Purchase,24,Vehicle,96.5,24.5,2025-03-16,Performing
APP000840,Services,Western,Partnership,5,2,156558,219519,0.3,3.98,-1.2,54,35,20444,1,Poor,56,Tertiary,610,Yes,14402,0.09,Debt Refinancing,36,Personal Guarantee,15.0,18.7,2024-10-29,Non-Performing
APP000841,Agriculture,Northern,Sole Proprietorship,8,3,160946,166488,0.67,2.45,4.0,12,50,17777,1,Good,42,Tertiary,628,No,135097,0.84,Working Capital,12,Inventory,81.0,22.6,2025-09-27,Performing
APP000842,Services,Ashanti,Sole Proprietorship,8,1,106298,76754,0.46,0.93,-4.7,18,81,10628,0,No History,40,Secondary,591,No,63939,0.6,Inventory,36,Equipment,143.0,26.4,2025-07-21,Performing
APP000843,Agriculture,Western,Sole Proprietorship,3,6,80726,76351,0.54,0.36,23.9,14,62,12250,1,Excellent,51,Secondary,758,Yes,25750,0.32,Working Capital,24,Personal Guarantee,2.6,21.6,2025-06-24,Performing
APP000844,Retail,Greater Accra,Sole Proprietorship,3,3,44286,31189,1.06,0.95,-2.1,30,76,4796,1,Excellent,29,Tertiary,687,No,33508,0.76,Equipment Purchase,24,Equipment,98.6,25.4,2025-08-26,Performing
APP000845,Agriculture,Ashanti,Limited Liability,7,18,126012,98313,1.85,3.29,17.4,55,32,12341,1,Fair,26,Tertiary,590,Yes,55917,0.44,Working Capital,18,Inventory,76.7,24.1,2024-12-06,Performing
APP000846,Manufacturing,Western,Sole Proprietorship,2,11,82065,53081,1.8,0.49,10.2,22,101,11841,0,No History,25,Postgraduate,625,Yes,22438,0.27,Inventory,48,Personal Guarantee,20.5,22.2,2025-03-02,Performing
APP000847,Agriculture,Greater Accra,Sole Proprietorship,2,6,193612,192528,1.2,0.37,8.4,24,69,9404,0,No History,48,Tertiary,850,No,62854,0.32,Equipment Purchase,24,Inventory,123.4,29.0,2024-08-16,Performing
APP000848,Healthcare,Greater Accra,Limited Liability,3,3,229526,304345,0.7,0.78,25.8,17,59,27250,0,No History,40,Secondary,643,No,11847,0.05,Equipment Purchase,36,Equipment,138.5,22.8,2024-08-06,Performing
APP000849,Manufacturing,Greater Accra,Sole Proprietorship,2,10,298815,336875,1.0,0.57,-19.1,9,92,16005,3,Excellent,51,Secondary,743,Yes,35157,0.12,Working Capital,18,Personal Guarantee,12.3,23.2,2024-12-25,Performing
APP000850,Services,Greater Accra,Partnership,2,14,1093392,1252710,1.64,0.66,5.6,19,73,151302,0,No History,42,Tertiary,570,No,18734,0.02,Working Capital,12,Property,129.8,22.1,2025-09-18,Performing
APP000851,Agriculture,Greater Accra,Sole Proprietorship,2,8,108886,84988,0.54,0.21,-5.0,27,83,14712,2,Good,25,Tertiary,660,No,73156,0.67,Working Capital,24,Personal Guarantee,16.5,29.9,2025-05-19,Performing
APP000852,Construction,Ashanti,Cooperative,4,36,484268,440443,0.97,1.57,-15.5,16,67,48636,0,No History,37,Tertiary,566,No,22520,0.05,Expansion,60,Personal Guarantee,24.4,29.6,2025-02-15,Non-Performing
APP000853,Trading,Northern,Limited Liability,4,11,2099314,2856574,0.63,1.8,-6.3,10,53,250501,1,Good,52,Secondary,574,No,34234,0.02,Working Capital,24,Inventory,67.7,28.6,2025-12-05,Non-Performing
APP000854,Transport,Ashanti,Limited Liability,9,18,780695,530146,0.53,1.16,8.2,4,87,103609,3,Good,38,Primary,687,Yes,500000,0.64,Working Capital,24,Property,101.7,27.5,2025-02-24,Performing
APP000855,Trading,Greater Accra,Sole Proprietorship,4,8,714339,980171,0.93,0.36,-0.7,46,109,70002,1,Excellent,56,Postgraduate,543,No,142201,0.2,Equipment Purchase,24,Inventory,73.6,20.5,2025-03-11,Performing
APP000856,Trading,Greater Accra,Limited Liability,5,14,123906,128282,0.7,0.79,18.8,17,118,18426,0,No History,36,Tertiary,518,Yes,109167,0.88,Working Capital,18,Equipment,131.1,22.2,2025-12-18,Performing
APP000857,Agriculture,Western,Sole Proprietorship,13,3,150075,203116,1.22,1.76,5.4,26,57,13873,1,Good,50,Secondary,678,Yes,219164,1.46,Expansion,24,Equipment,73.7,20.9,2024-09-09,Performing
APP000858,Manufacturing,Ashanti,Sole Proprietorship,0,4,43496,38546,0.71,1.94,4.1,36,37,6395,0,No History,25,Tertiary,578,No,99954,2.3,Working Capital,12,Property,60.7,28.1,2024-11-16,Non-Performing
APP000859,Services,Central,Sole Proprietorship,5,10,266555,241221,0.86,0.22,4.2,40,87,29302,0,No History,39,Postgraduate,596,Yes,14701,0.06,Property Purchase,18,Equipment,143.7,33.3,2025-03-02,Performing
APP000860,Agriculture,Western,Partnership,4,10,158368,202147,0.3,1.39,6.8,16,47,14435,0,No History,37,Secondary,466,No,16050,0.1,Inventory,24,Inventory,103.6,26.7,2025-05-05,Performing
APP000861,Hospitality,Eastern,Partnership,6,12,142278,185885,1.7,0.73,3.0,26,58,5761,3,Excellent,25,Tertiary,512,No,10000,0.07,Equipment Purchase,12,Vehicle,148.7,30.7,2024-09-18,Performing
APP000862,Manufacturing,Greater Accra,Partnership,3,22,725776,585469,1.72,1.33,-2.2,27,94,54771,1,Good,55,Primary,638,No,73272,0.1,Debt Refinancing,36,None,0.0,25.8,2024-12-25,Performing
APP000863,Services,Western,Sole Proprietorship,4,1,34382,50733,0.46,0.39,19.9,34,60,4956,1,Good,34,Tertiary,600,No,20740,0.6,Debt Refinancing,12,Property,100.8,25.3,2024-10-27,Performing
APP000864,Manufacturing,Greater Accra,Sole Proprietorship,10,2,1504843,1017335,0.5,0.26,0.5,27,34,137611,1,Excellent,33,Tertiary,697,No,33846,0.02,Equipment Purchase,18,Property,113.2,21.7,2025-10-02,Performing
APP000865,Manufacturing,Volta,Limited Liability,6,9,624359,413108,1.1,1.14,3.4,24,62,56552,0,No History,57,Tertiary,543,No,43483,0.07,Working Capital,24,Property,127.0,26.5,2025-09-24,Performing
APP000866,Services,Western,Sole Proprietorship,4,3,134575,152870,0.65,1.22,13.2,12,92,13286,2,Good,43,Tertiary,605,No,32581,0.24,Working Capital,48,None,0.0,27.7,2024-11-07,Performing
APP000867,Agriculture,Greater Accra,Limited Liability,3,216,95306,119176,1.19,0.63,11.8,30,93,7086,0,No History,51,Primary,623,No,57843,0.61,Working Capital,24,Equipment,85.3,28.2,2025-02-20,Performing
APP000868,Trading,Greater Accra,Sole Proprietorship,2,12,318712,466848,2.46,3.61,-2.7,21,135,31548,1,Poor,25,Secondary,602,No,45117,0.14,Inventory,18,None,0.0,24.4,2025-06-17,Non-Performing
APP000869,Transport,Greater Accra,Limited Liability,3,6,1009556,973667,0.48,0.72,17.1,43,62,85904,2,Fair,32,Secondary,670,Yes,40839,0.04,Equipment Purchase,24,Personal Guarantee,4.0,24.8,2024-07-27,Performing
APP000870,Technology,Western,Partnership,4,4,257403,160300,1.79,0.71,14.5,30,63,38387,1,Excellent,67,Tertiary,527,No,12733,0.05,Debt Refinancing,18,Property,119.5,23.8,2025-10-21,Performing
APP000871,Trading,Greater Accra,Sole Proprietorship,13,4,212808,243155,0.41,1.36,10.1,6,81,22914,0,No History,52,Secondary,663,No,76245,0.36,Equipment Purchase,18,Equipment,106.0,21.7,2025-04-02,Performing
APP000872,Trading,Ashanti,Sole Proprietorship,5,7,182965,157482,0.54,1.23,2.8,12,39,25633,0,No History,29,Secondary,716,No,500000,2.73,Inventory,12,Equipment,134.4,27.5,2024-10-31,Performing
APP000873,Services,Greater Accra,Partnership,3,8,1243037,1230174,1.1,0.72,3.1,17,112,152178,0,No History,44,Secondary,550,No,78928,0.06,Working Capital,24,Equipment,64.1,18.0,2025-01-31,Performing
APP000874,Manufacturing,Western,Limited Liability,0,4,135904,141288,1.48,1.79,5.6,21,92,8903,1,Good,30,Tertiary,654,No,500000,3.68,Expansion,18,Equipment,109.0,18.0,2025-10-30,Performing
APP000875,Agriculture,Central,Sole Proprietorship,3,5,109964,72363,2.41,1.78,-6.8,58,67,15847,1,Good,58,Postgraduate,650,No,33917,0.31,Expansion,12,Inventory,76.7,21.8,2024-07-14,Performing
APP000876,Agriculture,Eastern,Sole Proprietorship,3,28,659638,684297,2.97,1.38,7.5,32,73,33293,3,Good,25,Secondary,670,Yes,46500,0.07,Inventory,18,Personal Guarantee,18.5,18.9,2024-09-16,Performing
APP000877,Construction,Eastern,Limited Liability,6,29,232986,229185,0.77,1.56,18.7,14,97,21862,0,No History,45,Secondary,620,No,58696,0.25,Inventory,24,Equipment,128.4,28.3,2024-10-13,Performing
APP000878,Services,Greater Accra,Partnership,3,9,573268,711591,0.96,1.29,18.5,32,158,39382,1,Good,45,Tertiary,740,No,50524,0.09,Working Capital,18,Equipment,83.7,22.2,2024-08-02,Performing
APP000879,Agriculture,Greater Accra,Sole Proprietorship,13,1,38169,45081,1.23,1.24,3.4,24,69,3988,0,No History,28,Tertiary,799,Yes,191938,5.03,Equipment Purchase,18,Inventory,103.4,27.5,2024-10-30,Performing
APP000880,Trading,Western,Partnership,4,12,139938,107289,0.93,0.4,20.8,33,50,10636,0,No History,38,Tertiary,673,No,10000,0.07,Working Capital,24,Property,97.8,29.2,2025-09-15,Performing
